0x00000000,global_tags
0x000033AA,objects\gear\human\military\sandbag_wall_endcap\sandbag_wall_endcap
0x000033AB,objects\gear\human\military\sandbag_wall_endcap\sandbag_wall_endcap
0x000033AC,objects\gear\human\military\sandbag_wall_endcap\sandbag_wall_endcap
0x000033AD,objects\gear\human\military\sandbag_wall_endcap\sandbag_wall_endcap
0x000033AE,objects\gear\human\military\sandbag_wall_turret\sandbag_wall_turret
0x000033AF,objects\gear\human\military\sandbag_wall_turret\sandbag_wall_turret
0x000033B0,objects\gear\human\military\sandbag_wall_turret\sandbag_wall_turret
0x000033B1,objects\gear\human\military\sandbag_wall_turret\sandbag_wall_turret
0x000033B2,objects\gear\human\military\sandbag_wall_turret\sandbag_wall_turret
0x000033B3,objects\gear\human\military\sandbag_detail2\sandbag_detail2
0x000033B4,objects\gear\human\military\sandbag_detail2\sandbag_detail2
0x000033B5,objects\gear\human\military\sandbag_detail2\sandbag_detail2
0x000033B6,objects\gear\human\military\sandbag_detail2\sandbag_detail2
0x000033B7,objects\gear\human\military\sandbag_detail2\sandbag_detail2
0x000033B8,objects\gear\human\military\sandbag_detail1\sandbag_detail1
0x000033B9,objects\gear\human\military\sandbag_detail1\sandbag_detail1
0x000033BA,objects\gear\human\military\sandbag_detail1\sandbag_detail1
0x000033BB,objects\gear\human\military\sandbag_detail1\sandbag_detail1
0x000033BC,objects\gear\human\military\sandbag_detail1\sandbag_detail1
0x000033BD,objects\gear\human\industrial\box_metal_small\box_metal_small
0x000033BE,objects\gear\human\industrial\box_metal_small\box_metal_small
0x000033BF,objects\gear\human\industrial\box_metal_small\box_metal_small
0x000033C0,ms30\objects\gear\human\industrial\shaders\box_metal_small
0x000033C1,objects\gear\human\industrial\bitmaps\box_metal_small
0x000033C2,objects\gear\human\industrial\bitmaps\box_metal_small_bump
0x000033C3,levels\reference\material_samples\sample_objects\bitmaps\building\steel_bump
0x000033C4,objects\gear\human\industrial\box_metal_small\box_metal_small
0x000033C5,objects\gear\human\military\h_ammo_crate_lg\h_ammo_crate_lg
0x000033C6,objects\gear\human\military\h_ammo_crate_lg\h_ammo_crate_lg
0x000033C7,objects\gear\human\military\h_ammo_crate_lg\h_ammo_crate_lg
0x000033C8,objects\gear\human\military\h_ammo_crate_lg\h_ammo_crate_lg_2
0x000033C9,objects\gear\human\military\h_ammo_crate_lg\h_ammo_crate_lg
0x000033CA,objects\gear\human\military\h_ammo_crate_sm\h_ammo_crate_sm
0x000033CB,objects\gear\human\military\h_ammo_crate_sm\h_ammo_crate_sm
0x000033CC,objects\gear\human\military\h_ammo_crate_sm\h_ammo_crate_sm
0x000033CD,objects\gear\human\military\h_ammo_crate_sm\h_ammo_crate_sm_2
0x000033CE,objects\gear\human\military\h_ammo_crate_sm\h_ammo_crate_sm
0x000033CF,objects\levels\multi\s3d_turf\turf_cabinet\turf_cabinet
0x000033D0,objects\levels\multi\s3d_turf\turf_cabinet\turf_cabinet
0x000033D1,objects\levels\multi\s3d_turf\turf_cabinet\turf_cabinet
0x000033D2,levels\multi\s3d_turf\shaders\turf_box_01
0x000033D3,levels\multi\s3d_turf\bitmaps\turf_box_01_diff
0x000033D4,levels\multi\s3d_turf\bitmaps\turf_box_01_zbump
0x000033D5,objects\levels\multi\s3d_turf\turf_cabinet\turf_cabinet
0x000033D6,objects\levels\multi\s3d_turf\turf_cabinet\turf_cabinet
0x000033D7,objects\gear\human\industrial\crate_tech_semi_short_closed\crate_tech_semi_short_closed
0x000033D8,objects\gear\human\industrial\crate_tech_semi_short_closed\crate_tech_semi_short_closed
0x000033D9,objects\gear\human\industrial\crate_tech_semi_short_closed\crate_tech_semi_short_closed
0x000033DA,ms30\objects\gear\human\industrial\shaders\panel_crate
0x000033DB,objects\gear\human\industrial\bitmaps\panel_crate_diff
0x000033DC,objects\gear\human\industrial\bitmaps\panel_crate_cc
0x000033DD,objects\gear\human\industrial\bitmaps\panel_crate_bump
0x000033DE,ms30\levels\solo\100_citadel\bitmaps\panel_ext_no_panel_detail
0x000033DF,objects\gear\human\industrial\bitmaps\panel_crate_height
0x000033E0,ms30\shaders\shader_templates\_3_2_0_1_2_2_0_0_1_0_0_0
0x000033E1,ms30\shaders\shader_templates\_3_2_0_1_2_2_0_0_1_0_0_0
0x000033E2,ms30\shaders\shader_templates\_3_2_0_1_2_2_0_0_1_0_0_0
0x000033E3,ms30\objects\gear\human\industrial\shaders\panel_logo_decal
0x000033E4,ms30\shaders\decal
0x000033E5,ms30\shaders\decal_options\global_decal_options
0x000033E6,ms30\shaders\decal_options\albedo_diffuse_only
0x000033E7,ms30\shaders\decal_options\albedo_palettized
0x000033E8,ms30\shaders\decal_options\albedo_palettized_plus_alpha
0x000033E9,ms30\shaders\decal_options\albedo_diffuse_plus_alpha
0x000033EA,ms30\shaders\decal_options\albedo_emblem_change_color
0x000033EB,ms30\shaders\decal_options\albedo_change_color
0x000033EC,ms30\shaders\decal_options\albedo_diffuse_plus_alpha_mask
0x000033ED,ms30\shaders\decal_options\albedo_palettized_plus_alpha_mask
0x000033EE,ms30\shaders\decal_options\albedo_vector_alpha
0x000033EF,ms30\shaders\decal_options\albedo_vector_alpha_drop_shadow
0x000033F0,ms30\shaders\decal_options\specular_modulate
0x000033F1,ms30\shaders\decal_options\bump_mapping_standard
0x000033F2,ms30\shaders\decal_options\bump_mapping_standard_mask
0x000033F3,ms30\shaders\decal_options\tinting_unmodulated
0x000033F4,ms30\shaders\decal_options\tinting_partially_modulated
0x000033F5,ms30\shaders\decal_options\tinting_fully_modulated
0x000033F6,ms30\shaders\decal_shared_pixel_shaders
0x000033F7,ms30\shaders\decal_shared_vertex_shaders
0x000033F8,ms30\objects\gear\human\industrial\bitmaps\panel_logo_decal
0x000033F9,ms30\shaders\decal_templates\_0_3_0_0_0_0
0x000033FA,ms30\shaders\decal_templates\_0_3_0_0_0_0
0x000033FB,ms30\shaders\decal_templates\_0_3_0_0_0_0
0x000033FC,ms30\objects\gear\human\industrial\shaders\panel_crate_shipping
0x000033FD,ms30\objects\gear\human\industrial\bitmaps\panel_crate_shipping
0x000033FE,ms30\objects\gear\human\industrial\shaders\box_labels
0x000033FF,ms30\objects\gear\human\industrial\bitmaps\box_labels
0x00003400,objects\gear\human\industrial\bitmaps\box_labels_bump
0x00003401,objects\gear\human\industrial\crate_tech_semi_short_closed\crate_tech_semi_short_closed
0x00003402,objects\gear\human\industrial\crate_tech_semi_short_closed\crate_tech_semi_short_closed
0x00003403,objects\levels\dlc\shared\crate_tech_semi_short\crate_tech_semi_short
0x00003404,objects\levels\dlc\shared\crate_tech_semi_short\crate_tech_semi_short
0x00003405,objects\levels\dlc\shared\crate_tech_semi_short\crate_tech_semi_short
0x00003406,objects\levels\dlc\shared\crate_tech_semi_short\crate_tech_semi_short
0x00003407,objects\levels\dlc\shared\crate_tech_semi_short\crate_tech_semi_short
0x00003408,objects\gear\human\industrial\crate_tech_giant\crate_tech_giant
0x00003409,objects\gear\human\industrial\crate_tech_giant\crate_tech_giant
0x0000340A,objects\gear\human\industrial\crate_tech_giant\crate_tech_giant
0x0000340B,objects\gear\human\industrial\shaders\crate_tech
0x0000340C,objects\gear\human\industrial\bitmaps\crate_tech_diff
0x0000340D,objects\gear\human\industrial\bitmaps\crate_tech_cc
0x0000340E,objects\gear\human\industrial\bitmaps\crate_tech_bump
0x0000340F,levels\solo\100_citadel\bitmaps\panel_ext_no_panel_detail
0x00003410,shaders\shader_templates\_3_2_0_1_2_2_0_0_0_0_0_0
0x00003411,shaders\shader_templates\_3_2_0_1_2_2_0_0_0_0_0
0x00003412,shaders\shader_templates\_3_2_0_1_2_2_0_0_0_0_0
0x00003413,ms23\objects\gear\human\industrial\shaders\panel_logo_decal
0x00003414,objects\gear\human\industrial\bitmaps\panel_logo_decal
0x00003415,objects\gear\human\industrial\shaders\panel_crate_shipping
0x00003416,objects\gear\human\industrial\bitmaps\panel_crate_shipping
0x00003417,objects\gear\human\industrial\crate_tech_giant\crate_tech_giant
0x00003418,objects\gear\human\industrial\crate_tech_giant\crate_tech_giant
0x00003419,objects\gear\human\industrial\crate_multi\crate_multi_indestructible
0x0000341A,objects\gear\human\industrial\crate_multi\crate_multi_indestructible
0x0000341B,objects\gear\human\industrial\crate_multi\crate_multi
0x0000341C,objects\gear\human\industrial\shaders\panel_crate_multi
0x0000341D,objects\gear\human\industrial\bitmaps\ss_panel_crate_multi
0x0000341E,objects\gear\human\industrial\bitmaps\ss_panel_crate_multi_change_color
0x0000341F,objects\gear\human\industrial\bitmaps\ss_panel_crate_multi_bump
0x00003420,shaders\shader_templates\_3_2_0_1_1_0_0_0_0_0_0_0
0x00003421,shaders\shader_templates\_3_2_0_1_1_0_0_0_0_0_0
0x00003422,shaders\shader_templates\_3_2_0_1_1_0_0_0_0_0_0
0x00003423,objects\gear\human\industrial\shaders\panel_crate_decals
0x00003424,objects\gear\human\industrial\bitmaps\box_labels
0x00003425,objects\gear\human\industrial\crate_multi\crate_multi
0x00003426,objects\gear\human\industrial\crate_multi\crate_multi
0x00003427,objects\gear\human\industrial\crate_multi\crate_multi
0x00003428,objects\gear\human\industrial\crate_multi\crate_multi
0x00003429,objects\gear\human\industrial\crate_multi\crate_multi
0x0000342A,objects\gear\human\industrial\crate_multi\spawn_grey_crates
0x0000342B,objects\gear\human\industrial\crate_multi_single\crate_multi_single
0x0000342C,objects\gear\human\industrial\crate_multi_single\crate_multi_single
0x0000342D,objects\gear\human\industrial\crate_multi_single\crate_multi_single
0x0000342E,objects\gear\human\industrial\shaders\panel_crate_multi_single
0x0000342F,objects\gear\human\industrial\bitmaps\ss_panel_crate_multi_single
0x00003430,objects\gear\human\industrial\bitmaps\ss_panel_crate_multi_single_change_color
0x00003431,objects\gear\human\industrial\bitmaps\ss_panel_crate_multi_single_bump
0x00003432,objects\gear\human\industrial\crate_multi_single\crate_multi_single
0x00003433,objects\gear\human\industrial\crate_multi_single\cinematics\letterboxes\130la_escape\130la_escape
0x00003434,objects\gear\human\industrial\crate_multi_single\crate_multi_single
0x00003435,objects\gear\human\industrial\crate_multi\spawn_broken_frames
0x00003436,objects\gear\human\industrial\crate_multi\garbage\busted_frame1\busted_frame1
0x00003437,objects\gear\human\industrial\crate_multi\garbage\busted_frame1\busted_frame1
0x00003438,objects\gear\human\industrial\crate_multi\garbage\busted_frame1\busted_frame1
0x00003439,objects\gear\human\industrial\crate_multi\garbage\busted_frame1\busted_frame1
0x0000343A,objects\gear\human\industrial\crate_multi\garbage\busted_frame1\busted_frame1
0x0000343B,objects\gear\human\industrial\crate_multi\garbage\busted_frame3\busted_frame3
0x0000343C,objects\gear\human\industrial\crate_multi\garbage\busted_frame3\busted_frame3
0x0000343D,objects\gear\human\industrial\crate_multi\garbage\busted_frame3\busted_frame3
0x0000343E,objects\gear\human\industrial\crate_multi\garbage\busted_frame3\busted_frame3
0x0000343F,objects\gear\human\industrial\crate_multi\garbage\busted_frame3\busted_frame3
0x00003440,objects\gear\human\military\crate_packing\crate_packing
0x00003441,objects\gear\human\military\crate_packing\crate_packing
0x00003442,objects\gear\human\military\crate_packing\crate_packing
0x00003443,objects\gear\human\military\shaders\unsc_crate_packing
0x00003444,objects\gear\human\military\bitmaps\unsc_packing_crate_lid_diff
0x00003445,objects\gear\human\military\bitmaps\unsc_packing_crate_lid_zbump
0x00003446,objects\gear\human\military\bitmaps\unsc_packing_crate_lid_spec
0x00003447,shaders\shader_templates\_0_2_1_2_2_0_0_0_0_0_0_0
0x00003448,shaders\shader_templates\_0_2_1_2_2_0_0_0_0_0_0
0x00003449,shaders\shader_templates\_0_2_1_2_2_0_0_0_0_0_0
0x0000344A,objects\gear\human\military\crate_packing\crate_packing
0x0000344B,objects\gear\human\military\crate_packing\cinematics\letterboxes\130la_escape\130la_escape
0x0000344C,objects\gear\human\military\crate_packing\crate_packing
0x0000344D,objects\gear\human\military\crate_packing\lid_spawn
0x0000344E,objects\gear\human\military\crate_packing_lid\crate_packing_lid
0x0000344F,objects\gear\human\military\crate_packing_lid\crate_packing_lid
0x00003450,objects\gear\human\military\crate_packing_lid\crate_packing_lid
0x00003451,objects\gear\human\military\crate_packing_lid\crate_packing_lid
0x00003452,objects\gear\human\military\crate_packing_lid\crate_packing_lid
0x00003453,sound\materials\gear\crate_packing_lid
0x00003454,objects\gear\human\military\crate_packing_giant\crate_packing_giant_mp
0x00003455,objects\gear\human\military\crate_packing_giant\crate_packing_giant_mp
0x00003456,objects\gear\human\military\crate_packing_giant\crate_packing_giant
0x00003457,objects\gear\human\military\crate_packing\shaders\crate_packing
0x00003458,objects\gear\human\military\bitmaps\crate_packing2_diffuse
0x00003459,objects\gear\human\military\bitmaps\crate_packing2_zbump
0x0000345A,objects\bitmaps\decals\shaders\unsc_decals
0x0000345B,objects\bitmaps\decals\bitmaps\unsc_decals
0x0000345C,objects\gear\human\military\pallet\shaders\pallet
0x0000345D,objects\gear\human\military\pallet\bitmaps\pallet_diffuse
0x0000345E,objects\gear\human\military\pallet\bitmaps\pallet_zbump
0x0000345F,objects\props\human\unsc\shaders\nylon_strap_tiled_tan
0x00003460,objects\props\human\unsc\bitmaps\nylon_strap_tiled_diff
0x00003461,objects\props\human\unsc\bitmaps\nylon_strap_tiled_zbump
0x00003462,objects\gear\human\military\crate_packing_giant\crate_packing_giant
0x00003463,objects\gear\human\military\crate_packing_giant\crate_packing_giant
0x00003464,objects\levels\dlc\warehouse\dlc_wh_crate_large_open\dlc_wh_crate_large_open
0x00003465,objects\levels\dlc\warehouse\dlc_wh_crate_large_open\dlc_wh_crate_large_open
0x00003466,objects\levels\dlc\warehouse\dlc_wh_crate_large_open\dlc_wh_crate_large_open
0x00003467,objects\levels\dlc\warehouse\shaders\warehouse_crate
0x00003468,objects\levels\dlc\warehouse\bitmaps\warehouse_crate_diffuse
0x00003469,objects\levels\dlc\warehouse\bitmaps\warehouse_crate_normal
0x0000346A,objects\levels\dlc\warehouse\shaders\warehouse_crate_interior
0x0000346B,ms30\shaders\shader_templates\_0_2_0_1_2_2_1_0_0_0_0_0
0x0000346C,ms30\shaders\shader_templates\_0_2_0_1_2_2_1_0_0_0_0_0
0x0000346D,ms30\shaders\shader_templates\_0_2_0_1_2_2_1_0_0_0_0_0
0x0000346E,objects\levels\dlc\warehouse\shaders\warehouse_crate_tile
0x0000346F,objects\levels\dlc\warehouse\bitmaps\warehouse_crate_diffuse_tile
0x00003470,objects\levels\dlc\warehouse\bitmaps\warehouse_crate_normal_tile
0x00003471,ms30\objects\gear\human\military\shaders\human_military_decals
0x00003472,ms30\objects\gear\human\military\bitmaps\decals_weathered
0x00003473,objects\levels\dlc\warehouse\shaders\ware_decal_unscdf_flag
0x00003474,levels\dlc\warehouse\bitmaps\ware_decal_unscdf_flag
0x00003475,ms30\shaders\decal_templates\_0_2_0_0_0_0
0x00003476,ms30\shaders\decal_templates\_0_2_0_0_0_0
0x00003477,ms30\shaders\decal_templates\_0_2_0_0_0_0
0x00003478,objects\levels\dlc\warehouse\dlc_wh_crate_large_open\dlc_wh_crate_large_open
0x00003479,objects\levels\dlc\warehouse\dlc_wh_crate_large_open\dlc_wh_crate_large_open
0x0000347A,objects\gear\human\military\case_ap_turret\case_ap_turret
0x0000347B,objects\gear\human\military\case_ap_turret\case_ap_turret
0x0000347C,objects\gear\human\military\case_ap_turret\case_ap_turret
0x0000347D,objects\gear\human\military\case_ap_turret\case_ap_turret
0x0000347E,objects\gear\human\military\case_ap_turret\case_ap_turret
0x0000347F,objects\gear\human\military\case_ap_turret_lid\case_ap_turret_lid
0x00003480,objects\gear\human\military\case_ap_turret_lid\case_ap_turret_lid
0x00003481,objects\gear\human\military\case_ap_turret_lid\case_ap_turret_lid
0x00003482,ms30\objects\gear\human\military\shaders\military_equipment
0x00003483,ms30\objects\gear\human\military\shaders\turret_case_interior
0x00003484,objects\gear\human\military\bitmaps\turret_case_int
0x00003485,ms30\objects\gear\human\military\bitmaps\foam_detail
0x00003486,objects\gear\human\military\bitmaps\turret_case_int_bump
0x00003487,objects\gear\human\military\bitmaps\turret_case_int_height
0x00003488,ms30\shaders\shader_templates\_0_2_0_1_2_0_0_0_2_0_0_0
0x00003489,ms30\shaders\shader_templates\_0_2_0_1_2_0_0_0_2_0_0_0
0x0000348A,ms30\shaders\shader_templates\_0_2_0_1_2_0_0_0_2_0_0_0
0x0000348B,ms30\objects\gear\human\military\shaders\military_decals
0x0000348C,objects\gear\human\military\case_ap_turret_lid\case_ap_turret_lid
0x0000348D,objects\gear\human\military\case_ap_turret_lid\case_ap_turret_lid
0x0000348E,objects\gear\human\military\case_ap_turret_open\case_ap_turret_open
0x0000348F,objects\gear\human\military\case_ap_turret_open\case_ap_turret_open
0x00003490,objects\gear\human\military\case_ap_turret_open\case_ap_turret_open
0x00003491,objects\gear\human\military\case_ap_turret_open\case_ap_turret_open
0x00003492,objects\gear\human\military\case_ap_turret_open\case_ap_turret_open
0x00003493,objects\gear\human\military\case\case
0x00003494,objects\gear\human\military\case\case
0x00003495,objects\gear\human\military\case\case
0x00003496,objects\gear\human\military\case\case
0x00003497,objects\gear\human\military\case\case
0x00003498,objects\gear\human\military\case\case
0x00003499,objects\gear\human\military\case\garbage\case_bottom\case_bottom
0x0000349A,objects\gear\human\military\case\garbage\case_bottom\case_bottom
0x0000349B,objects\gear\human\military\case\garbage\case_bottom\case_bottom
0x0000349C,objects\gear\human\military\shaders\egg_crate
0x0000349D,objects\gear\human\military\bitmaps\foam
0x0000349E,objects\gear\human\military\bitmaps\foam_detail
0x0000349F,objects\gear\human\military\bitmaps\foam_bump
0x000034A0,objects\gear\human\military\bitmaps\foam_height
0x000034A1,shaders\shader_templates\_0_1_0_1_2_0_0_0_2_0_0_0
0x000034A2,shaders\shader_templates\_0_1_0_1_2_0_0_0_2_0_0
0x000034A3,shaders\shader_templates\_0_1_0_1_2_0_0_0_2_0_0
0x000034A4,objects\gear\human\military\case\garbage\case_bottom\case_bottom
0x000034A5,objects\gear\human\military\case\garbage\case_bottom\case_bottom
0x000034A6,objects\gear\human\military\case\garbage\case_top\case_top
0x000034A7,objects\gear\human\military\case\garbage\case_top\case_top
0x000034A8,objects\gear\human\military\case\garbage\case_top\case_top
0x000034A9,objects\gear\human\military\case\garbage\case_top\case_top
0x000034AA,objects\gear\human\military\case\garbage\case_top\case_top
0x000034AB,objects\levels\dlc\warehouse\fencebox\fencebox
0x000034AC,objects\levels\dlc\warehouse\fencebox\fencebox
0x000034AD,objects\levels\dlc\warehouse\fencebox\fencebox
0x000034AE,ms30\objects\levels\dlc\warehouse\shaders\ware_barricade_gate
0x000034AF,levels\dlc\warehouse\bitmaps\ware_metal_barricade_gate
0x000034B0,levels\solo\040_voi\bitmaps\metals\metal_barricade_gate_bump
0x000034B1,levels\reference\material_samples\sample_objects\bitmaps\human\human_metal_armor_bump_dxt5
0x000034B2,ms30\levels\solo\040_voi\shaders\metals\metal_out_fence
0x000034B3,ms30\levels\solo\030_outskirts\bitmaps\fence_dif
0x000034B4,ms30\shaders\shader_templates\_0_1_0_2_2_0_0_3_0_0_0_0
0x000034B5,ms30\shaders\shader_templates\_0_1_0_2_2_0_0_3_0_0_0_0
0x000034B6,ms30\shaders\shader_templates\_0_1_0_2_2_0_0_3_0_0_0_0
0x000034B7,objects\levels\dlc\warehouse\fencebox\fencebox
0x000034B8,objects\levels\dlc\warehouse\fencebox\fencebox
0x000034B9,objects\gear\human\medical\medical_crate\medical_crate
0x000034BA,objects\gear\human\medical\medical_crate\medical_crate
0x000034BB,objects\gear\human\medical\medical_crate\medical_crate
0x000034BC,objects\gear\human\medical\shaders\medical_crate
0x000034BD,objects\gear\human\medical\bitmaps\medical_crate_dif
0x000034BE,objects\gear\human\medical\bitmaps\medical_crate_bump
0x000034BF,objects\gear\human\residential\bitmaps\metal_paint_detail
0x000034C0,objects\gear\human\medical\shaders\medical_decals
0x000034C1,objects\gear\human\medical\bitmaps\medical_decals
0x000034C2,shaders\decal_templates\_0_2_0_0_0_0
0x000034C3,shaders\decal_templates\_0_2_0_0_0_0
0x000034C4,shaders\decal_templates\_0_2_0_0_0_0
0x000034C5,objects\gear\human\medical\medical_crate\medical_crate
0x000034C6,objects\gear\human\medical\medical_crate\medical_crate
0x000034C7,fx\material_effects\objects\havok\furniture
0x000034C8,sound\materials\havok\furniture_loops\furniture_loops
0x000034C9,sound\materials\havok\furniture_loops\loops\loop
0x000034CA,sound\materials\havok\furniture_loops\loops\alt_loop
0x000034CB,sound\materials\havok\furniture_melee
0x000034CC,objects\levels\multi\s3d_turf\turf_crate_large\turf_crate_large
0x000034CD,objects\levels\multi\s3d_turf\turf_crate_large\turf_crate_large
0x000034CE,objects\levels\multi\s3d_turf\turf_crate_large\turf_crate_large
0x000034CF,levels\multi\s3d_turf\shaders\turf_box_05
0x000034D0,levels\multi\s3d_turf\bitmaps\turf_box_05
0x000034D1,levels\multi\s3d_turf\bitmaps\turf_box_05_zbump
0x000034D2,objects\levels\multi\s3d_turf\turf_crate_large\turf_crate_large
0x000034D3,objects\levels\multi\s3d_turf\turf_crate_large\turf_crate_large
0x000034D4,objects\levels\multi\s3d_turf\crate_heavy_tech\crate_heavy_tech
0x000034D5,objects\levels\multi\s3d_turf\crate_heavy_tech\crate_heavy_tech
0x000034D6,objects\levels\multi\s3d_turf\crate_heavy_tech\crate_heavy_tech
0x000034D7,ms23\objects\gear\human\industrial\shaders\crate_heavy_tech
0x000034D8,ms23\objects\gear\human\industrial\bitmaps\crate_heavy_tech
0x000034D9,ms23\objects\gear\human\industrial\bitmaps\crate_heavy_tech_bump
0x000034DA,objects\gear\human\industrial\bitmaps\detail_metal_scratches_b
0x000034DB,objects\gear\human\industrial\bitmaps\detail_metal_scratches_b_bump
0x000034DC,objects\levels\multi\s3d_turf\crate_heavy_tech\crate_heavy_tech
0x000034DD,objects\levels\multi\s3d_turf\crate_heavy_tech\crate_heavy_tech
0x000034DE,objects\gear\covenant\military\crate_space\crate_space
0x000034DF,objects\gear\covenant\military\crate_space\crate_space
0x000034E0,objects\gear\covenant\military\crate_space\crate_space
0x000034E1,objects\gear\covenant\military\shaders\cov_storage_metal
0x000034E2,objects\gear\covenant\military\bitmaps\cov_storage
0x000034E3,levels\solo\110_hc\bitmaps\metals\fs_cov_detail_b
0x000034E4,objects\gear\covenant\military\bitmaps\cov_storage_bump
0x000034E5,objects\gear\covenant\military\bitmaps\cov_storage_cc
0x000034E6,objects\gear\covenant\military\shaders\cov_storage_shell
0x000034E7,levels\solo\110_hc\bitmaps\metals\covenant_metal_bump
0x000034E8,objects\gear\covenant\military\crate_space\crate_space
0x000034E9,objects\gear\covenant\military\crate_space\crate_space
0x000034EA,objects\equipment\tripmine\tripmine_forge
0x000034EB,objects\gear\covenant\military\battery\battery
0x000034EC,objects\gear\covenant\military\battery\battery
0x000034ED,objects\gear\covenant\military\battery\battery
0x000034EE,objects\gear\covenant\military\shaders\cov_battery_illum
0x000034EF,objects\gear\covenant\military\bitmaps\cov_battery_illum
0x000034F0,shaders\shader_templates\_0_0_0_0_0_0_1_1_0_0_0_0
0x000034F1,shaders\shader_templates\_0_0_0_0_0_0_1_1_0_0_0
0x000034F2,shaders\shader_templates\_0_0_0_0_0_0_1_1_0_0_0
0x000034F3,objects\gear\covenant\military\shaders\cov_battery_dull
0x000034F4,objects\gear\covenant\military\bitmaps\cov_battery
0x000034F5,objects\gear\covenant\military\bitmaps\cov_battery_bump
0x000034F6,objects\gear\covenant\military\shaders\cov_battery_illum_core
0x000034F7,shaders\shader_templates\_0_0_0_0_3_0_3_1_0_0_0_0
0x000034F8,shaders\shader_templates\_0_0_0_0_3_0_3_1_0_0_0
0x000034F9,shaders\shader_templates\_0_0_0_0_3_0_3_1_0_0_0
0x000034FA,objects\gear\covenant\military\shaders\cov_battery_shiny
0x000034FB,objects\gear\covenant\military\battery\battery
0x000034FC,objects\gear\covenant\military\battery\battery
0x000034FD,objects\gear\covenant\military\battery\fx\trans_battery_destroyed
0x000034FE,objects\gear\covenant\military\battery\battery_fragment01\battery_fragment01
0x000034FF,objects\gear\covenant\military\battery\battery_fragment01\battery_fragment01
0x00003500,objects\gear\covenant\military\battery\battery_fragment01\battery_fragment01
0x00003501,objects\gear\covenant\military\battery\battery_fragment01\battery_fragment01
0x00003502,objects\gear\covenant\military\battery\battery_fragment01\battery_fragment01
0x00003503,objects\gear\covenant\military\battery\battery_fragment03\battery_fragment03
0x00003504,objects\gear\covenant\military\battery\battery_fragment03\battery_fragment03
0x00003505,objects\gear\covenant\military\battery\battery_fragment03\battery_fragment03
0x00003506,objects\gear\covenant\military\battery\battery_fragment03\battery_fragment03
0x00003507,objects\gear\covenant\military\battery\battery_fragment03\battery_fragment03
0x00003508,objects\gear\covenant\military\battery\battery_fragment02\battery_fragment02
0x00003509,objects\gear\covenant\military\battery\battery_fragment02\battery_fragment02
0x0000350A,objects\gear\covenant\military\battery\battery_fragment02\battery_fragment02
0x0000350B,objects\gear\covenant\military\battery\battery_fragment02\battery_fragment02
0x0000350C,objects\gear\covenant\military\battery\battery_fragment02\battery_fragment02
0x0000350D,objects\gear\covenant\military\battery\damage_effects\battery_explosion
0x0000350E,sound\materials\gear\cov_battery_loop\cov_battery_loop
0x0000350F,sound\materials\gear\cov_battery_loop\track1\loop
0x00003510,objects\gear\human\military\fusion_coil\fusion_coil
0x00003511,objects\gear\human\military\fusion_coil\fusion_coil
0x00003512,objects\gear\human\military\fusion_coil\fusion_coil
0x00003513,objects\gear\human\military\shaders\fusion_coil_plasma
0x00003514,objects\gear\human\military\bitmaps\human_military_equipment_2_illum
0x00003515,shaders\shader_templates\_2_0_0_0_4_0_5_1_0_0_0_0
0x00003516,shaders\shader_templates\_2_0_0_0_4_0_5_1_0_0_0
0x00003517,shaders\shader_templates\_2_0_0_0_4_0_5_1_0_0_0
0x00003518,objects\gear\human\military\fusion_coil\fusion_coil
0x00003519,objects\gear\human\military\fusion_coil\fusion_coil
0x0000351A,objects\gear\human\military\fusion_coil\fx\detonation
0x0000351B,sound\visual_fx\fusion_coil_destroyed
0x0000351C,objects\gear\human\military\fusion_coil\garbage\fusion_coil_garbage01\fc_garbage_01
0x0000351D,objects\gear\human\military\fusion_coil\garbage\fusion_coil_garbage01\fusion_coil_garbage01
0x0000351E,objects\gear\human\military\fusion_coil\garbage\fusion_coil_garbage01\fusion_coil_garbage01
0x0000351F,objects\gear\human\military\shaders\melted_metal
0x00003520,objects\gear\human\military\bitmaps\melted_metal
0x00003521,objects\gear\human\military\bitmaps\melted_metal_bump
0x00003522,objects\gear\human\military\bitmaps\melted_metal_illum
0x00003523,objects\gear\human\military\bitmaps\melted_metal_height
0x00003524,shaders\shader_templates\_0_1_0_0_0_0_5_0_0_0_0_0
0x00003525,shaders\shader_templates\_0_1_0_0_0_0_5_0_0_0_0
0x00003526,shaders\shader_templates\_0_1_0_0_0_0_5_0_0_0_0
0x00003527,objects\gear\human\military\fusion_coil\garbage\fusion_coil_garbage01\fusion_coil_garbage01
0x00003528,objects\gear\human\military\fusion_coil\garbage\fusion_coil_garbage01\fusion_coil_garbage01
0x00003529,objects\gear\human\military\fusion_coil\garbage\fusion_coil_garbage02\fc_garbage02
0x0000352A,objects\gear\human\military\fusion_coil\garbage\fusion_coil_garbage02\fusion_coil_garbage02
0x0000352B,objects\gear\human\military\fusion_coil\garbage\fusion_coil_garbage02\fusion_coil_garbage02
0x0000352C,objects\gear\human\military\fusion_coil\garbage\fusion_coil_garbage02\fusion_coil_garbage02
0x0000352D,objects\gear\human\military\fusion_coil\garbage\fusion_coil_garbage02\fusion_coil_garbage02
0x0000352E,objects\gear\human\military\damage_effects\fusion_coil_explosion
0x0000352F,sound\materials\gear\fusion_coil_loop\fusion_coil_loop
